Message ID,Sentiment,Sentiment Category
1276299021220057100,0.0,Neutral
1276298950424526923,0.0,Neutral
1276298947962605700,0.0,Neutral
1276298906287865856,0.0,Neutral
1276298906124419146,0.0,Neutral
1276298834246369314,0.0,Neutral
1276298792831942780,0.0,Neutral
1276298787102396449,0.0,Neutral
1276298770665177149,0.0,Neutral
1276298755729129472,0.0,Neutral
1276298755729129472,0.0,Neutral
1276298755729129472,0.0,Neutral
1276298755729129472,0.0,Neutral
1276298755729129472,0.0,Neutral
1276298755729129472,0.0,Neutral
1276298707863732246,0.0,Neutral
1276298679858233418,0.3333333333333333,Positive
1276298665601794172,0.0,Neutral
1276298603765432320,0.0,Neutral
1276298560798851194,0.2,Positive
1276298550598434927,0.0,Neutral
1276298532265132155,0.3333333333333333,Positive
1276298531388522684,0.0,Neutral
1276298480620404827,0.0,Neutral
1276298435900735489,0.0,Neutral
1276298388895170570,0.0,Neutral
1276298373527375982,0.0,Neutral
1276298315004117000,0.0,Neutral
1276298285178683402,0.0,Neutral
1276298257789878342,0.0,Neutral
1276298232317874237,0.0,Neutral
1276298219542020201,0.0,Neutral
1276298201896325224,0.0,Neutral
1276298104710103165,0.0,Neutral
1276298089258291200,0.0,Neutral
1276298056802762843,0.0,Neutral
1276298028449530013,0.0,Neutral
1276298022749470854,0.2,Positive
1276298013467349083,0.0,Neutral
1276298013467349083,0.0,Neutral
1276298013467349083,0.0,Neutral
1276298013467349083,0.0,Neutral
1276298013467349083,0.0,Neutral
1276298013467349083,0.0,Neutral
1276298013467349083,0.0,Neutral
1276298013467349083,0.0,Neutral
1276298013467349083,0.0,Neutral
1276298013467349083,0.0,Neutral
1276298013467349083,0.0,Neutral
1276298013467349083,0.0,Neutral
1276297997885378703,0.0,Neutral
1276297982706450453,0.0,Neutral
1276297927429591172,0.0,Neutral
1276297918738993193,0.0,Neutral
1276297912028102822,0.0,Neutral
1276297904545599641,0.0,Neutral
1276297881011355658,0.0,Neutral
1276297876418330788,0.0,Neutral
1276297781224673400,0.0,Neutral
1276297779353751583,0.0,Neutral
1276297775583072398,0.0,Neutral
1276297729425018922,0.1,Positive
1276297689688051814,0.0,Neutral
1276297646931312754,0.0,Neutral
1276297606192173177,0.0,Neutral
1276297483579953306,0.0,Neutral
1276297448536539258,0.5208333333333333,Positive
1276297411626799165,0.0,Neutral
1276297386859302934,0.0,Neutral
1276297383998783682,0.0,Neutral
1276297381779865756,0.0,Neutral
1276297375320637543,0.0,Neutral
1276297375320637543,0.0,Neutral
1276297375320637543,0.0,Neutral
1276297375320637543,0.0,Neutral
1276297375320637543,0.0,Neutral
1276297375320637543,0.0,Neutral
1276297375320637543,0.0,Neutral
1276297375320637543,0.0,Neutral
1276297375320637543,0.0,Neutral
1276297375320637543,0.0,Neutral
1276297375320637543,0.0,Neutral
1276297372321972224,0.0,Neutral
1276297306135855189,0.0,Neutral
1276297215517790341,0.0,Neutral
1276297213177237660,0.0,Neutral
1276297185482375179,0.0,Neutral
1276297185482375179,0.0,Neutral
1276297185482375179,0.0,Neutral
1276297185482375179,0.0,Neutral
1276297185482375179,0.0,Neutral
1276297185482375179,0.0,Neutral
1276297185482375179,0.0,Neutral
1276297185482375179,0.0,Neutral
1276297141211627541,0.0,Neutral
1276297120428724393,0.0,Neutral
1276297120428724393,0.0,Neutral
1276297120428724393,0.0,Neutral
1276297120428724393,0.0,Neutral
1276297120428724393,0.0,Neutral
1276296959766036592,0.0,Neutral
1276296958381658125,0.0,Neutral
1276296934176591923,-0.75,Negative
1276296925708029972,0.0,Neutral
1276296809471545489,0.0,Neutral
1276296741557239859,0.0,Neutral
1276296738742865972,0.0,Neutral
1276296738742865972,0.0,Neutral
1276296738742865972,0.0,Neutral
1276296738742865972,0.0,Neutral
1276296738742865972,0.0,Neutral
1276296738742865972,0.0,Neutral
1276296738742865972,0.0,Neutral
1276296738742865972,0.0,Neutral
1276296738742865972,0.0,Neutral
1276296725409042463,0.0,Neutral
1276296679611433003,0.0,Neutral
1276296570584694804,0.0,Neutral
1276296528549642321,0.0,Neutral
1276296528549642321,0.0,Neutral
1276296528549642321,0.0,Neutral
1276296528549642321,0.0,Neutral
1276296528549642321,0.0,Neutral
1276296528549642321,0.0,Neutral
1276296528549642321,0.0,Neutral
1276296498908233729,0.0,Neutral
1276296477332734034,0.1,Positive
1276296414296543325,0.0,Neutral
1276296406130491443,0.0,Neutral
1276296361641246771,0.0,Neutral
1276296256490311802,0.0,Neutral
1276296253394915501,0.0,Neutral
1276296157634629652,0.0,Neutral
1276296045017563179,0.0,Neutral
1276295940176744543,0.0,Neutral
1276295719258558495,0.0,Neutral
1276295719258558495,0.0,Neutral
1276295719258558495,0.0,Neutral
1276295719258558495,0.0,Neutral
1276295719258558495,0.0,Neutral
1276295719258558495,0.0,Neutral
1276295719258558495,0.0,Neutral
1276295719258558495,0.0,Neutral
1276295719258558495,0.0,Neutral
1276295511220949012,0.0,Neutral
1276292917962477623,0.0,Neutral
1276292917962477623,0.0,Neutral
1276292917962477623,0.0,Neutral
1276292917962477623,0.0,Neutral
1276292917962477623,0.0,Neutral
1276292917962477623,0.0,Neutral
1276292917962477623,0.0,Neutral
1276292917962477623,0.0,Neutral
1276292917962477623,0.0,Neutral
1276292917962477623,0.0,Neutral
1276292917962477623,0.0,Neutral
1276292917962477623,0.0,Neutral
1276292917962477623,0.0,Neutral
1276292917962477623,0.0,Neutral
1276292917962477623,0.0,Neutral
1276292917962477623,0.0,Neutral
1276292917962477623,0.0,Neutral
1276292917962477623,0.0,Neutral
1276292917962477623,0.0,Neutral
1276292917962477623,0.0,Neutral
1276292917962477623,0.0,Neutral
1276292917962477623,0.0,Neutral
1276292917962477623,0.0,Neutral
1276292917962477623,0.0,Neutral
1276290972757528617,0.0,Neutral
1276290972757528617,0.0,Neutral
1276290972757528617,0.0,Neutral
1276290972757528617,0.0,Neutral
1276290972757528617,0.0,Neutral
1276290972757528617,0.0,Neutral
1276290972757528617,0.0,Neutral
1276290972757528617,0.0,Neutral
1276290972757528617,0.0,Neutral
1276290972757528617,0.0,Neutral
1276290915119661168,0.0,Neutral
1276290915119661168,0.0,Neutral
1276290915119661168,0.0,Neutral
1276290915119661168,0.0,Neutral
1276290915119661168,0.0,Neutral
1276290915119661168,0.0,Neutral
1276290915119661168,0.0,Neutral
1276290915119661168,0.0,Neutral
1276290915119661168,0.0,Neutral
1276290915119661168,0.0,Neutral
1276290915119661168,0.0,Neutral
1276289338530992252,0.0,Neutral
1276289338530992252,0.0,Neutral
1276289338530992252,0.0,Neutral
1276289338530992252,0.0,Neutral
1276289338530992252,0.0,Neutral
1276289338530992252,0.0,Neutral
1276289338530992252,0.0,Neutral
1276288948380893255,0.0,Neutral
1276288948380893255,0.0,Neutral
1276288948380893255,0.0,Neutral
1276288948380893255,0.0,Neutral
1276288948380893255,0.0,Neutral
1276288948380893255,0.0,Neutral
1276288948380893255,0.0,Neutral
1276288948380893255,0.0,Neutral
1276288948380893255,0.0,Neutral
1276288948380893255,0.0,Neutral
1276288948380893255,0.0,Neutral
1276288948380893255,0.0,Neutral
1276288948380893255,0.0,Neutral
1276288690825592944,0.0,Neutral
1276288690825592944,0.0,Neutral
1276288690825592944,0.0,Neutral
1276288690825592944,0.0,Neutral
1276288690825592944,0.0,Neutral
1276288690825592944,0.0,Neutral
1276288690825592944,0.0,Neutral
1276288690825592944,0.0,Neutral
1276288690825592944,0.0,Neutral
1276288690825592944,0.0,Neutral
1276288571371819134,,Neutral
1276288280035459174,0.0,Neutral
1276288280035459174,0.0,Neutral
1276288280035459174,0.0,Neutral
1276288280035459174,0.0,Neutral
1276288280035459174,0.0,Neutral
1276288280035459174,0.0,Neutral
1276288280035459174,0.0,Neutral
1276288280035459174,0.0,Neutral
1276288280035459174,0.0,Neutral
1276288280035459174,0.0,Neutral
1276288280035459174,0.0,Neutral
1276288280035459174,0.0,Neutral
1276288280035459174,0.0,Neutral
1276288046957859027,0.0,Neutral
1276288046957859027,0.0,Neutral
1276288046957859027,0.0,Neutral
1276288046957859027,0.0,Neutral
1276288046957859027,0.0,Neutral
1276288046957859027,0.0,Neutral
1276288046957859027,0.0,Neutral
1276288046957859027,0.0,Neutral
1276288046957859027,0.0,Neutral
1276288046957859027,0.0,Neutral
1276288046957859027,0.0,Neutral
1276288046957859027,0.0,Neutral
1276288046957859027,0.0,Neutral
1276288046957859027,0.0,Neutral
1276288046957859027,0.0,Neutral
1276288046957859027,0.0,Neutral
1276288046957859027,0.0,Neutral
1276288046957859027,0.0,Neutral
1276288046303543307,0.0,Neutral
1276288046303543307,0.0,Neutral
1276288046303543307,0.0,Neutral
1276288046303543307,0.0,Neutral
1276288046303543307,0.0,Neutral
1276288046303543307,0.0,Neutral
1276288046303543307,0.0,Neutral
1276288046303543307,0.0,Neutral
1276288046303543307,0.0,Neutral
1276288046303543307,0.0,Neutral
1276288046303543307,0.0,Neutral
1276288046303543307,0.0,Neutral
1276288046303543307,0.0,Neutral
1276288046303543307,0.0,Neutral
1276288046303543307,0.0,Neutral
1276286901178990686,0.0,Neutral
1276286287464108095,0.0,Neutral
